Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,is_first_party
Disney's Cinderella: Magical Dreams,GBA,-1,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,Culture Brain,False
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0.0,0.01,0.14,"Climax Group, Climax Studios",False
Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,EA Sports,False
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,Backbone Entertainment,False
Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0.0,0.01,0.14,"Beenox, Other Ocean Interactive",False
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Ubisoft,False
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Ubisoft,False
Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,Attention To Detail,False
ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0.0,0.0,0.14,Unknown,False
Gladius,XB,2003,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,LucasArts,False
Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,Acclaim,False
Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,Unknown,False
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,Mitchell,True
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,Tripwire Interactive,False
Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,Midway,False
Open Season,DS,2006,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.13,Ubisoft Quebec,False
Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0.0,0.01,0.13,Unknown,False
LEGO The Lord of the Rings,DS,2012,Action,Warner Bros. Interactive Entertainment,0.0,0.12,0.0,0.01,0.13,TT Games,False
Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,Humongous Entertainment,False
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.13,Magic Pockets,False
Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,Unknown,False
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13,Blue Byte,False
Monster Jam,DS,2007,Racing,Activision,0.12,0.0,0.0,0.01,0.13,Torus Games,False
James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,JV Games Inc.,False
Let's Play Ballerina,DS,2010,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.13,Unknown,False
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,Unknown,False
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0.0,0.0,0.01,0.13,THQ,False
Medalot 7,3DS,2012,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13,Unknown,False
Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13,Unknown,False
Little League World Series Baseball 2009,DS,2009,Sports,Activision,0.12,0.0,0.0,0.01,0.13,Black Lantern Studios,False
Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,Konami,False
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,Unknown,False
International Cricket 2010,X360,2010,Sports,Codemasters,0.0,0.12,0.0,0.02,0.13,Unknown,False
GoldenEye 007 (2010),DS,2010,Action,Activision,0.1,0.03,0.0,0.01,0.13,Unknown,False
Bratz,GBA,2002,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,DC Studios,False
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,Farsight Studios,False
King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,Krome Studios,False
FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,EA Canada,False
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13,Unknown,False
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,Top Heavy Studios,False
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0.0,0.0,0.13,0.0,0.13,Unknown,False
Blade II,XB,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13,Mucky Foot Productions,False
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,Rebellion,False
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Unknown,False
Baseball Advance,GBA,2002,Sports,Sega,0.1,0.04,0.0,0.0,0.13,Smilebit,False
Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,High Voltage Software,False
Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.07,0.05,0.0,0.02,0.13,Unknown,False
Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,0.12,0.0,0.0,0.01,0.13,Dreamcatcher,False
Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13,Left Field Productions,False
Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,0.12,0.0,0.0,0.01,0.13,Activision,False
Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Unknown,False
Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13,DSI Games,False
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0.0,0.0,0.13,0.0,0.13,Unknown,False
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.13,City Interactive,False
Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13,Unknown,True
Quick Yoga Training,DS,2008,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,"Ubisoft, Moss",False
Attack on Titan (KOEI),PSV,2016,Action,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,Unknown,False
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13,Unknown,False
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,Panic Button,False
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0.0,0.0,0.13,Avalanche Software,False
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.12,0.0,0.0,0.01,0.13,Unknown,False
Retro Atari Classics,DS,2005,Misc,Atari,0.12,0.0,0.0,0.01,0.13,Taniko,False
Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13,Ubisoft Sofia,False
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13,EA Canada,False
My Spanish Coach,PSP,2008,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,Ubisoft,False
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,Falcom,False
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0.0,0.0,0.13,0.0,0.13,Unknown,False
Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.13,Unknown,False
Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,Unknown,False
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,Larian Studios,False
SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.13,SCEE London Studio,True
Kung Fu Panda 2,Wii,2011,Action,THQ,0.07,0.05,0.0,0.01,0.13,Unknown,False
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,Kush Games,False
Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Unknown,False
Haunted House,Wii,2010,Action,Atari,0.12,0.0,0.0,0.01,0.13,"Atari, Atari SA",False
Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0.0,0.01,0.13,"Pam Development, 2K Sports",False
Syberia,DS,2008,Action,Mindscape,0.1,0.02,0.0,0.01,0.13,"Microids, Dreamcatcher",False
Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,Unknown,False
Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,Infinite Interactive,False
Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.05,0.0,0.07,0.01,0.13,Unknown,False
Life is Strange,XOne,2016,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13,DONTNOD Entertainment,False
Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Unknown,False
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13,Visual Concepts,False
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,Atlus Co.,False
Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0.0,0.0,0.13,Bits Studios,False
NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,Eurocom Entertainment Software,False
Transworld Surf,XB,-1,Sports,Atari,0.1,0.03,0.0,0.0,0.13,Rockstar San Diego,False
History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,Unknown,False
MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,SCEA San Diego Studios,True
Castrol Honda Superbike Racing,PS,1998,Racing,THQ,0.07,0.05,0.0,0.01,0.13,Unknown,False
X-Blades,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,Gaijin Entertainment,False
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0.0,0.01,0.13,WayForward,False
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0.0,0.02,0.13,3DO,False
Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,Ubisoft,False
Brain Assist,DS,2007,Misc,Sega,0.12,0.0,0.0,0.01,0.13,Sega,False
Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.12,0.0,0.0,0.01,0.13,Unknown,False
Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.11,0.0,0.01,0.02,0.13,Unknown,False
Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13,Cing,False
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,Ubisoft Casablanca,False
Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0.0,0.0,0.13,Circus Freak,False
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,Hudson,True
Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0.0,0.0,0.13,0.0,0.13,Unknown,False
The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13,Unknown,False
NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,EA Sports,False
Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,Blitz Games,False
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.03,0.13,Unknown,False
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,Koei,False
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13,Unknown,False
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,Nippon Ichi Software,False
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,Visual Concepts,False
Shining Force III,SAT,1997,Strategy,Sega,0.0,0.0,0.13,0.0,0.13,Unknown,False
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Unknown,False
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Unknown,False
WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0.0,0.0,0.13,Natsume,False
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0.0,0.0,0.13,0.0,0.13,Unknown,False
Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.05,0.0,0.01,0.13,Virtual Air Guitar Company,False
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,SCS Software,False
Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0.0,0.0,0.01,0.13,Unknown,False
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Unknown,False
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,Crystal Dynamics,False
Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,Unknown,False
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,0.12,0.0,0.0,0.01,0.13,"Big Blue Bubble Inc., Scholastic, Inc.",False
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,"Venan Entertainment, Cashmere Prod.",False
Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.13,Blizzard Entertainment,False
Winning Post 5,PS2,2001,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,Unknown,False
Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,Konami,False
Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.11,0.01,0.0,0.01,0.13,Unknown,False
RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13,Kuusou Kagaku,False
The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13,Unknown,False
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,Eden Studios,False
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,0.13,SuperVillain Studios,False
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,Bluepoint Games,True
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,Studio 33,True
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.04,0.0,0.08,0.01,0.13,Sega,False
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,Konami,False
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.13,Electronic Arts,False
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,Unknown,False
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0.0,0.0,0.01,0.13,FUN Labs,False
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,Konami,False
Total War: WARHAMMER,PC,2016,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,Creative Assembly,False
Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0.0,0.0,0.13,0.0,0.13,Unknown,False
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13,Unknown,False
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,WinkySoft,False
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,Sunflowers Interactive,False
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0.0,0.0,0.13,0.0,0.13,Unknown,False
The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,Blue Castle Games,False
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,TT Games,False
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.08,0.03,0.0,0.01,0.13,Activision,False
Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Unknown,False
The Amazing Race,Wii,2010,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13,Ludia Inc.,False
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,Rebellion,False
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,Unknown,False
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,SCEA San Diego Studios,True
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13,Ubisoft,False
Amagami,PS2,2009,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13,Unknown,False
No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13,Unknown,False
NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.13,Ubisoft,False
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Unknown,False
Fire ProWrestling,GBA,2001,Fighting,Spike,0.09,0.03,0.0,0.0,0.13,Unknown,False
Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13,Unknown,False
Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0.0,0.0,0.13,Paradigm Entertainment,False
Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,Spark Unlimited,False
Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13,UFO Interactive,False
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0.0,0.0,0.13,Pacific Coast Power & Light,False
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13,Unknown,False
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13,Unknown,True
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,"Rocksteady Studios, Iron Galaxy Studios",False
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13,Artificial Mind and Movement,False
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,Atomic Planet Entertainment,False
Sally's Salon,DS,2008,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13,Capcom,False
Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13,Unknown,False
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,Konami,False
Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.1,0.02,0.0,0.01,0.13,Unknown,False
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13,Blizzard North,False
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0.0,0.0,0.13,Activision,False
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,Codemasters,False
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,Cavia Inc.,False
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.09,0.03,0.0,0.01,0.13,Tantatus,False
Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13,Vanillaware,False
Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13,Unknown,False
Harvest Moon DS (jp sales),DS,2005,Simulation,Rising Star Games,0.0,0.0,0.13,0.0,0.13,Unknown,False
Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13,Unknown,False
Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13,Unknown,True
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13,Unknown,False
Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0.0,0.0,0.13,Sonic Team,False
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,Mass Media,False
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,Deck 13,False
Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0.0,0.02,0.13,Climax Group,False
The House of the Dead,SAT,1997,Shooter,Sega,0.0,0.0,0.13,0.0,0.13,Unknown,False
Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0.0,0.01,0.13,Unknown,False
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,Arc System Works,False
Street Fighter IV,PC,-1,Fighting,Capcom,0.07,0.05,0.0,0.02,0.13,Capcom,False
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0.0,0.0,0.01,0.13,FUN Labs,False
RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0.0,0.0,0.13,Unknown,False
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13,IR Gurus Interactive Ltd.,False
RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,Atari,False
NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,Jaleco Entertainment,True
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,EA Canada,False
Space Camp,Wii,2009,Action,Activision,0.12,0.0,0.0,0.01,0.13,7 Studios,False
Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,Io Interactive,False
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13,Unknown,False
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13,Griptonite Games,False
All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0.0,0.0,0.01,0.13,Gorilla Games,False
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,SCE Japan Studio,True
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,Light Weight,False
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,Square Enix,False
Last Bronx,SAT,1996,Fighting,Sega,0.0,0.0,0.13,0.0,0.13,Unknown,False
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,High Impact Games,True
Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.12,0.0,0.0,0.01,0.13,WayForward,False
Science Papa,Wii,2009,Misc,Activision,0.11,0.01,0.0,0.01,0.13,Activision,False
Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0.0,0.0,0.13,0.0,0.13,Unknown,False
Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13,Shin'en,False
Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,Crystal Dynamics,False
007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0.0,0.01,0.13,Vicarious Visions,False
Family Fortunes,Wii,2009,Misc,Mindscape,0.0,0.12,0.0,0.01,0.13,Unknown,False
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13,Gearbox Software,False
Farming Simulator 2011,PC,2010,Simulation,Unknown,0.0,0.13,0.0,0.0,0.13,Giants Software,False
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0.0,0.01,0.13,Ubisoft Romania,False
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,Arc System Works,False
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,Flight-Plan,False
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13,Torus Games,False
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,Unknown,False
Nintendo Puzzle Collection,GC,-1,Puzzle,Unknown,0.0,0.0,0.13,0.0,0.13,Unknown,False
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0.0,0.01,0.13,Unknown,False
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13,Big Blue Bubble Inc.,False
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,"Phosphor Games Studio, LLC",False
Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0.0,0.13,From Software,False
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,Slam Games,False
